326,GOLD,36,937.049988

529,GOLD,9,399.100006

530,GOLD,45,355.489990

533,GOLD,64,929.880005

537,GOLD,72,215.229996

538,GOLD,59,544.559998

540,GOLD,11,935.500000

542,GOLD,96,488.329987

548,GOLD,18,491.010010

550,GOLD,24,996.289978

553,GOLD,64,370.079987

558,GOLD,44,384.350006

559,GOLD,30,354.440002

566,GOLD,29,629.159973

571,GOLD,50,293.799988

572,GOLD,99,858.070007

573,GOLD,23,779.559998

574,GOLD,95,259.209991

579,GOLD,40,627.919983

581,GOLD,88,364.359985

582,GOLD,91,982.130005

584,GOLD,27,132.770004

585,GOLD,86,467.790009

586,GOLD,93,587.710022

587,GOLD,98,332.510010

590,GOLD,35,589.090027

591,GOLD,40,353.399994

597,GOLD,43,439.519989

599,GOLD,89,831.729980

600,GOLD,39,674.090027

602,GOLD,86,726.739990

611,GOLD,71,720.359985

613,GOLD,95,490.519989

616,GOLD,17,755.039978

619,GOLD,98,885.609985

624,GOLD,29,508.070007

626,GOLD,49,357.690002

629,GOLD,91,791.510010

635,GOLD,23,698.349976

640,GOLD,45,165.229996

641,GOLD,14,436.649994

648,GOLD,100,906.150024

654,GOLD,92,716.010010

657,GOLD,79,970.619995

659,GOLD,14,105.440002

665,GOLD,14,490.529999

669,GOLD,95,156.660004

670,GOLD,94,821.859985

672,GOLD,78,332.989990

678,GOLD,94,193.979996

679,GOLD,73,210.110001

682,GOLD,90,444.260010

685,GOLD,42,909.260010

687,GOLD,65,287.880005

692,GOLD,2,630.090027

694,GOLD,21,426.790009

700,GOLD,78,666.590027

703,GOLD,21,499.850006

706,GOLD,90,452.029999

711,GOLD,35,112.849998

713,GOLD,32,252.940002

714,GOLD,44,391.200012

722,GOLD,3,773.830017

726,GOLD,1,853.169983

727,GOLD,35,849.010010

731,GOLD,82,105.870003

734,GOLD,26,105.639999

743,GOLD,85,886.630005

744,GOLD,74,478.119995

747,GOLD,51,643.330017

749,GOLD,73,701.479980

753,GOLD,58,370.510010

756,GOLD,81,363.019989

761,GOLD,50,982.000000

764,GOLD,27,139.100006

766,GOLD,90,394.209991

767,GOLD,57,261.519989

769,GOLD,95,438.619995

773,GOLD,56,596.400024

774,GOLD,72,896.989990

775,GOLD,39,855.559998

781,GOLD,8,883.049988

787,GOLD,83,797.500000

790,GOLD,7,524.849976

791,GOLD,45,261.369995

793,GOLD,77,915.940002

794,GOLD,98,561.549988

795,GOLD,8,479.480011

798,GOLD,55,248.229996

799,GOLD,10,930.729980

800,GOLD,70,528.770020

809,GOLD,31,582.520020

810,GOLD,48,508.519989

812,GOLD,20,790.869995

813,GOLD,36,194.119995

817,GOLD,82,678.099976

818,GOLD,74,861.619995

819,GOLD,39,931.539978

823,GOLD,85,458.980011

824,GOLD,41,239.679993

835,GOLD,58,945.700012

839,GOLD,70,462.670013

842,GOLD,16,241.520004

843,GOLD,17,255.979996

848,GOLD,8,689.820007

854,GOLD,3,147.580002

856,GOLD,76,217.229996

857,GOLD,1,483.269989

860,GOLD,68,722.820007

864,GOLD,43,128.649994

868,GOLD,92,387.059998

869,GOLD,76,933.789978

877,GOLD,46,984.020020

878,GOLD,71,322.660004

887,GOLD,99,936.309998

889,GOLD,94,128.649994

890,GOLD,59,451.480011

891,GOLD,92,838.460022

899,GOLD,74,805.940002

900,GOLD,99,313.010010

901,GOLD,40,579.450012

904,GOLD,31,187.389999

905,GOLD,36,904.690002

906,GOLD,7,287.929993

910,GOLD,36,415.019989

914,GOLD,99,180.429993

915,GOLD,93,755.739990

917,GOLD,20,663.750000

920,GOLD,98,818.570007

923,GOLD,33,930.320007

925,GOLD,5,690.500000

931,GOLD,26,877.580017

932,GOLD,100,986.039978

934,GOLD,81,337.950012

936,GOLD,75,392.559998

940,GOLD,48,109.500000

941,GOLD,36,148.139999

942,GOLD,23,633.059998

945,GOLD,26,152.979996

946,GOLD,33,950.130005

950,GOLD,96,249.580002

955,GOLD,91,421.269989

956,GOLD,46,523.530029

962,GOLD,49,693.059998

963,GOLD,46,219.309998

965,GOLD,61,769.809998

966,GOLD,15,740.940002

967,GOLD,25,150.259995

968,GOLD,18,469.529999

972,GOLD,90,909.200012

978,GOLD,14,812.960022

979,GOLD,32,851.150024

981,GOLD,70,644.000000

983,GOLD,17,343.380005

984,GOLD,83,450.010010

985,GOLD,20,948.630005

986,GOLD,67,386.880005

987,GOLD,91,555.109985

990,GOLD,24,635.690002

995,GOLD,20,953.869995

996,GOLD,94,667.229980

997,GOLD,41,296.109985

1000,GOLD,45,229.419998

528,PLUS,39,868.359985

532,PLUS,71,181.089996

531,PLUS,81,369.329987

536,PLUS,12,538.169983

535,PLUS,35,721.039978

534,PLUS,97,465.519989

279,PLUS,43,438.230011

541,PLUS,85,976.130005

547,PLUS,5,211.089996

546,PLUS,52,296.070007

545,PLUS,10,978.289978

544,PLUS,13,844.030029

278,PLUS,74,496.500000

549,PLUS,34,113.120003

552,PLUS,54,960.369995

277,PLUS,62,485.920013

90,PLUS,51,122.209999

556,PLUS,62,193.029999

24,PLUS,37,893.270020

554,PLUS,90,480.040009

565,PLUS,84,771.969971

287,PLUS,87,559.070007

563,PLUS,8,491.019989

282,PLUS,10,441.100006

283,PLUS,85,236.880005

560,PLUS,65,315.779999

570,PLUS,43,411.640015

289,PLUS,31,659.469971

290,PLUS,5,691.299988

162,PLUS,97,604.530029

578,PLUS,7,918.940002

53,PLUS,72,144.860001

49,PLUS,59,363.019989

294,PLUS,24,192.039993

580,PLUS,64,517.260010

583,PLUS,90,562.979980

297,PLUS,56,124.110001

588,PLUS,44,132.460007

596,PLUS,21,114.809998

301,PLUS,23,896.159973

170,PLUS,30,362.440002

593,PLUS,54,424.880005

592,PLUS,69,272.149994

300,PLUS,95,504.989990

601,PLUS,99,907.809998

93,PLUS,73,144.770004

89,PLUS,66,571.719971

608,PLUS,76,569.429993

607,PLUS,70,353.869995

606,PLUS,51,601.929993

307,PLUS,91,705.919983

96,PLUS,46,173.089996

50,PLUS,37,583.710022

312,PLUS,95,334.100006

615,PLUS,95,328.350006

176,PLUS,54,987.809998

618,PLUS,98,997.400024

617,PLUS,41,343.529999

108,PLUS,49,631.330017

174,PLUS,2,680.229980

177,PLUS,14,233.860001

620,PLUS,36,209.460007

314,PLUS,61,601.440002

628,PLUS,11,429.480011

627,PLUS,68,359.380005

48,PLUS,100,931.369995

633,PLUS,86,341.290009

107,PLUS,46,461.420013

185,PLUS,86,331.410004

630,PLUS,27,187.110001

639,PLUS,10,548.409973

323,PLUS,53,632.640015

179,PLUS,33,419.760010

636,PLUS,63,233.320007

647,PLUS,46,176.679993

332,PLUS,16,690.280029

58,PLUS,66,328.200012

644,PLUS,91,480.619995

643,PLUS,57,764.539978

642,PLUS,39,251.970001

653,PLUS,1,239.690002

652,PLUS,88,491.239990

39,PLUS,33,378.269989

650,PLUS,30,154.440002

649,PLUS,10,956.609985

656,PLUS,89,620.280029

191,PLUS,38,115.489998

187,PLUS,26,268.130005

664,PLUS,22,392.179993

663,PLUS,58,331.279999

662,PLUS,97,800.719971

208,PLUS,53,618.989990

660,PLUS,60,377.320007

668,PLUS,37,693.770020

338,PLUS,94,912.770020

193,PLUS,77,651.010010

671,PLUS,21,777.280029

26,PLUS,41,645.270020

126,PLUS,39,790.429993

341,PLUS,56,429.079987

674,PLUS,71,485.170013

673,PLUS,57,595.419983

204,PLUS,69,953.359985

123,PLUS,23,663.830017

206,PLUS,86,121.809998

205,PLUS,16,406.339996

686,PLUS,79,806.030029

119,PLUS,65,455.820007

690,PLUS,23,329.279999

199,PLUS,9,892.419983

31,PLUS,39,468.630005

693,PLUS,6,147.889999

352,PLUS,80,509.720001

201,PLUS,95,275.910004

697,PLUS,24,503.380005

696,PLUS,94,291.480011

695,PLUS,62,269.140015

702,PLUS,18,147.889999

701,PLUS,23,595.080017

358,PLUS,10,177.750000

704,PLUS,49,727.239990

710,PLUS,1,202.990005

709,PLUS,70,727.359985

708,PLUS,74,376.750000

360,PLUS,14,840.830017

65,PLUS,92,349.670013

212,PLUS,59,405.500000

720,PLUS,43,855.789978

211,PLUS,17,346.230011

375,PLUS,97,264.570007

717,PLUS,33,794.760010

215,PLUS,94,969.150024

365,PLUS,75,566.469971

725,PLUS,23,785.729980

724,PLUS,94,106.239998

723,PLUS,83,735.799988

2,PLUS,78,645.539978

729,PLUS,89,396.420013

372,PLUS,15,847.929993

129,PLUS,47,995.929993

3,PLUS,10,572.179993

742,PLUS,56,466.670013

385,PLUS,29,257.470001

740,PLUS,67,188.100006

218,PLUS,11,973.739990

380,PLUS,52,646.450012

381,PLUS,52,722.510010

382,PLUS,28,292.779999

735,PLUS,12,168.509995

388,PLUS,63,241.899994

384,PLUS,56,238.490005

217,PLUS,32,968.669983

398,PLUS,37,734.890015

751,PLUS,55,723.460022

750,PLUS,49,141.589996

396,PLUS,79,820.229980

397,PLUS,31,841.840027

221,PLUS,66,538.219971

19,PLUS,71,655.280029

222,PLUS,97,277.290009

757,PLUS,6,773.619995

411,PLUS,53,457.589996

762,PLUS,100,510.029999

236,PLUS,8,106.610001

768,PLUS,80,644.030029

772,PLUS,5,875.659973

409,PLUS,90,455.200012

770,PLUS,60,463.200012

138,PLUS,22,563.539978

136,PLUS,99,139.220001

416,PLUS,35,605.489990

777,PLUS,69,975.460022

36,PLUS,11,947.719971

80,PLUS,79,140.059998

785,PLUS,22,462.179993

784,PLUS,45,590.510010

783,PLUS,79,266.829987

782,PLUS,100,878.750000

79,PLUS,33,989.739990

418,PLUS,29,227.750000

792,PLUS,77,995.070007

797,PLUS,2,530.500000

431,PLUS,31,697.349976

442,PLUS,13,844.750000

141,PLUS,64,174.509995

140,PLUS,18,764.460022

428,PLUS,21,491.239990

804,PLUS,75,403.630005

803,PLUS,72,916.330017

429,PLUS,62,453.630005

430,PLUS,64,580.500000

811,PLUS,39,491.869995

816,PLUS,94,978.750000

815,PLUS,2,742.590027

814,PLUS,7,167.039993

441,PLUS,92,159.750000

821,PLUS,57,561.200012

820,PLUS,94,801.169983

437,PLUS,79,757.849976

833,PLUS,29,575.020020

832,PLUS,76,736.059998

831,PLUS,5,772.619995

830,PLUS,17,619.830017

438,PLUS,87,136.460007

828,PLUS,5,867.330017

229,PLUS,35,251.070007

228,PLUS,39,511.929993

825,PLUS,70,255.660004

224,PLUS,62,810.659973

837,PLUS,53,636.239990

35,PLUS,64,656.659973

448,PLUS,33,628.950012

225,PLUS,65,690.109985

446,PLUS,36,726.409973

846,PLUS,75,364.980011

845,PLUS,48,397.649994

70,PLUS,69,359.899994

853,PLUS,35,513.609985

459,PLUS,40,314.760010

457,PLUS,83,392.589996

148,PLUS,49,277.459991

38,PLUS,72,531.280029

462,PLUS,93,634.700012

859,PLUS,69,467.260010

75,PLUS,54,570.820007

469,PLUS,37,789.960022

862,PLUS,46,801.890015

861,PLUS,1,222.399994

867,PLUS,60,948.640015

41,PLUS,7,275.149994

468,PLUS,9,114.889999

876,PLUS,4,932.000000

78,PLUS,91,721.880005

247,PLUS,35,494.420013

873,PLUS,71,646.929993

872,PLUS,65,779.630005

466,PLUS,17,237.860001

870,PLUS,15,231.289993

478,PLUS,90,480.940002

479,PLUS,77,122.510002

257,PLUS,8,795.710022

883,PLUS,13,795.869995

155,PLUS,5,453.489990

881,PLUS,95,822.820007

880,PLUS,55,835.780029

472,PLUS,53,696.570007

888,PLUS,1,146.809998

898,PLUS,3,548.500000

251,PLUS,62,975.989990

476,PLUS,1,821.780029

250,PLUS,15,481.309998

894,PLUS,6,716.179993

893,PLUS,62,515.900024

892,PLUS,64,950.409973

255,PLUS,42,387.760010

474,PLUS,56,437.230011

909,PLUS,3,808.960022

908,PLUS,15,319.510010

487,PLUS,79,625.650024

485,PLUS,73,333.320007

912,PLUS,69,214.179993

256,PLUS,61,795.640015

484,PLUS,16,196.199997

483,PLUS,12,164.179993

918,PLUS,13,282.779999

482,PLUS,87,315.190002

921,PLUS,52,764.270020

924,PLUS,90,955.450012

930,PLUS,43,388.420013

264,PLUS,29,706.359985

254,PLUS,63,829.200012

491,PLUS,55,944.369995

492,PLUS,11,577.010010

933,PLUS,71,787.729980

935,PLUS,36,716.090027

253,PLUS,84,139.179993

938,PLUS,30,442.730011

937,PLUS,56,313.299988

263,PLUS,66,788.280029

943,PLUS,52,919.229980

949,PLUS,96,606.580017

948,PLUS,28,711.229980

503,PLUS,94,823.109985

954,PLUS,83,476.359985

33,PLUS,77,148.089996

952,PLUS,31,962.770020

951,PLUS,7,298.980011

509,PLUS,31,842.320007

960,PLUS,38,533.510010

505,PLUS,65,875.289978

958,PLUS,60,886.250000

957,PLUS,17,172.979996

964,PLUS,45,137.990005

971,PLUS,24,176.550003

970,PLUS,85,300.850006

508,PLUS,22,178.750000

977,PLUS,10,624.049988

976,PLUS,22,181.089996

261,PLUS,2,290.100006

974,PLUS,14,471.799988

973,PLUS,6,237.990005

260,PLUS,71,271.709991

516,PLUS,90,867.820007

521,PLUS,38,891.840027

153,PLUS,86,931.239990

267,PLUS,32,720.640015

524,PLUS,3,527.539978

266,PLUS,2,977.599976

151,PLUS,42,354.109985

999,PLUS,27,218.740005

998,PLUS,15,890.140015

1,REGULAR,44,706.450012

4,REGULAR,32,895.760010

6,REGULAR,73,825.469971

13,REGULAR,17,198.100006

12,REGULAR,29,120.139999

11,REGULAR,73,116.440002

17,REGULAR,6,332.510010

27,REGULAR,64,963.280029

34,REGULAR,98,155.710007

37,REGULAR,37,344.250000

44,REGULAR,37,986.669983

64,REGULAR,39,949.400024

63,REGULAR,4,408.600006

67,REGULAR,83,645.770020

66,REGULAR,14,263.000000

71,REGULAR,49,506.089996

73,REGULAR,42,630.190002

77,REGULAR,38,936.849976

76,REGULAR,29,576.619995

81,REGULAR,66,815.659973

83,REGULAR,1,436.500000

85,REGULAR,9,487.570007

91,REGULAR,76,589.849976

100,REGULAR,56,592.770020

103,REGULAR,51,747.650024

106,REGULAR,97,117.949997

109,REGULAR,42,966.099976

115,REGULAR,85,675.450012

117,REGULAR,53,463.600006

121,REGULAR,65,656.679993

120,REGULAR,30,398.739990

124,REGULAR,26,839.849976

128,REGULAR,71,836.719971

134,REGULAR,18,509.910004

133,REGULAR,63,720.479980

132,REGULAR,17,794.590027

131,REGULAR,82,616.559998

137,REGULAR,43,143.470001

139,REGULAR,51,782.289978

145,REGULAR,73,284.890015

144,REGULAR,3,266.839996

143,REGULAR,15,351.380005

149,REGULAR,85,201.100006

152,REGULAR,5,291.269989

154,REGULAR,86,846.049988

158,REGULAR,84,438.079987

160,REGULAR,8,238.250000

169,REGULAR,12,848.000000

168,REGULAR,12,413.429993

167,REGULAR,78,776.520020

166,REGULAR,60,499.299988

172,REGULAR,79,498.359985

171,REGULAR,97,921.070007

175,REGULAR,36,642.669983

183,REGULAR,6,539.780029

182,REGULAR,13,771.039978

188,REGULAR,47,624.419983

194,REGULAR,83,635.390015

198,REGULAR,34,475.989990

197,REGULAR,7,173.039993

200,REGULAR,78,619.619995

203,REGULAR,87,223.089996

202,REGULAR,19,735.979980

207,REGULAR,91,659.140015

210,REGULAR,66,238.130005

214,REGULAR,75,541.719971

213,REGULAR,47,973.140015

220,REGULAR,100,466.750000

227,REGULAR,19,874.969971

226,REGULAR,46,861.969971

235,REGULAR,40,760.539978

234,REGULAR,20,319.440002

233,REGULAR,63,347.839996

232,REGULAR,29,417.359985

231,REGULAR,2,975.159973

230,REGULAR,12,471.359985

237,REGULAR,52,893.609985

239,REGULAR,91,976.570007

243,REGULAR,31,800.390015

242,REGULAR,82,837.859985

241,REGULAR,39,160.639999

246,REGULAR,92,828.479980

245,REGULAR,66,575.789978

259,REGULAR,94,185.300003

262,REGULAR,88,898.039978

273,REGULAR,97,419.089996

276,REGULAR,98,878.299988

284,REGULAR,97,231.270004

286,REGULAR,55,825.809998

293,REGULAR,52,225.000000

292,REGULAR,94,945.229980

296,REGULAR,7,295.829987

299,REGULAR,57,542.270020

303,REGULAR,90,756.669983

306,REGULAR,37,197.669998

305,REGULAR,21,965.530029

311,REGULAR,74,396.059998

310,REGULAR,39,442.459991

316,REGULAR,82,448.880005

315,REGULAR,48,122.330002

321,REGULAR,25,492.959991

320,REGULAR,31,927.929993

319,REGULAR,99,271.899994

318,REGULAR,12,493.420013

327,REGULAR,35,824.380005

331,REGULAR,87,699.700012

330,REGULAR,99,596.219971

329,REGULAR,34,357.940002

336,REGULAR,95,193.460007

335,REGULAR,68,969.510010

340,REGULAR,47,947.659973

347,REGULAR,83,150.440002

346,REGULAR,65,873.619995

345,REGULAR,68,305.000000

344,REGULAR,66,595.169983

343,REGULAR,22,852.380005

356,REGULAR,67,492.869995

355,REGULAR,68,947.950012

354,REGULAR,33,254.919998

353,REGULAR,22,552.289978

363,REGULAR,34,724.309998

368,REGULAR,50,989.979980

371,REGULAR,50,979.130005

370,REGULAR,5,382.920013

374,REGULAR,82,349.600006

373,REGULAR,89,228.820007

378,REGULAR,73,544.590027

386,REGULAR,5,815.950012

393,REGULAR,25,584.890015

395,REGULAR,22,817.460022

403,REGULAR,56,183.199997

402,REGULAR,43,623.390015

408,REGULAR,49,646.919983

410,REGULAR,99,557.190002

415,REGULAR,73,285.429993

420,REGULAR,78,415.709991

419,REGULAR,57,316.399994

422,REGULAR,79,360.250000

427,REGULAR,52,336.850006

433,REGULAR,10,486.989990

440,REGULAR,17,756.909973

439,REGULAR,38,417.010010

445,REGULAR,68,831.219971

447,REGULAR,4,974.119995

451,REGULAR,32,380.750000

450,REGULAR,55,814.109985

449,REGULAR,45,629.989990

453,REGULAR,6,225.979996

461,REGULAR,81,793.900024

465,REGULAR,2,900.830017

464,REGULAR,76,491.529999

467,REGULAR,57,457.290009

471,REGULAR,29,359.519989

475,REGULAR,44,214.300003

477,REGULAR,30,255.350006

480,REGULAR,79,822.820007

486,REGULAR,31,961.580017

488,REGULAR,78,261.230011

490,REGULAR,27,985.280029

496,REGULAR,33,694.849976

495,REGULAR,74,668.239990

500,REGULAR,96,112.290001

502,REGULAR,9,894.080017

513,REGULAR,1,653.150024

517,REGULAR,1,946.390015

519,REGULAR,43,699.750000

523,REGULAR,45,322.160004

526,REGULAR,70,767.049988

525,REGULAR,16,964.979980

539,REGULAR,60,664.929993

543,REGULAR,100,178.720001

551,REGULAR,16,150.910004

555,REGULAR,36,819.409973

557,REGULAR,27,509.510010

562,REGULAR,33,899.500000

561,REGULAR,38,367.279999

564,REGULAR,57,780.479980

569,REGULAR,95,159.649994

568,REGULAR,10,147.119995

567,REGULAR,81,600.880005

577,REGULAR,26,421.420013

576,REGULAR,4,513.010010

575,REGULAR,20,337.350006

589,REGULAR,15,568.609985

595,REGULAR,61,297.869995

594,REGULAR,100,431.079987

598,REGULAR,72,398.529999

605,REGULAR,35,777.830017

604,REGULAR,36,631.119995

603,REGULAR,53,501.980011

610,REGULAR,89,166.210007

609,REGULAR,78,954.479980

612,REGULAR,29,294.619995

614,REGULAR,2,394.760010

623,REGULAR,40,773.109985

622,REGULAR,65,832.419983

621,REGULAR,40,787.390015

625,REGULAR,47,478.980011

632,REGULAR,19,519.869995

631,REGULAR,95,888.349976

634,REGULAR,80,250.690002

638,REGULAR,93,160.009995

637,REGULAR,90,493.459991

646,REGULAR,40,195.910004

645,REGULAR,79,411.140015

651,REGULAR,54,620.609985

655,REGULAR,94,348.269989

658,REGULAR,26,641.349976

661,REGULAR,30,972.880005

667,REGULAR,61,890.179993

666,REGULAR,60,537.669983

677,REGULAR,59,566.900024

676,REGULAR,75,498.630005

675,REGULAR,76,673.630005

681,REGULAR,19,777.849976

680,REGULAR,4,187.080002

684,REGULAR,92,668.679993

683,REGULAR,25,651.020020

689,REGULAR,70,632.919983

688,REGULAR,78,869.929993

691,REGULAR,44,325.970001

699,REGULAR,17,909.460022

698,REGULAR,5,132.339996

705,REGULAR,64,667.929993

707,REGULAR,13,729.159973

712,REGULAR,14,569.570007

716,REGULAR,14,145.639999

715,REGULAR,15,247.429993

719,REGULAR,85,228.820007

718,REGULAR,26,541.219971

721,REGULAR,37,429.609985

728,REGULAR,71,139.490005

